,Favorite Count,Favorited ,Phone Type,Replied,Retweet Count,Retweeted,Screen Name ,Tweet Created At,Tweet Text,User Location,User Name 
0,0,False,Twitter for Android,1263038203747074049,0,False,Anurag26apr,2020-05-21 09:17:15,@AmazonHelp I don't know why you Amazon wants to deliver this product late if product is already in the city? Worst… https://t.co/a67oa094JC,"Gorakhpur, India",Anurag Singh
1,0,False,scal.club,None,0,False,CoolDealCA,2020-05-21 09:17:13,"Aquaphor Lip Repair Ointment for $2.97!!  

Clip the #coupon!  

 #Deal #ganga

 https://t.co/rB7NEd38GT https://t.co/0aLck0qszH",United States,CoolDeal
2,0,False,Twitter Web App,None,100,False,AllanJLewis2,2020-05-21 09:17:11,"RT @JRodneyPage: LARRY AND FREDDY CLINTON

DUMB AS A COUPLE OF FOXES...?!

La Rôtisserie de Porc Intelligent

Wit, Wisdom &amp; Heart

Thirteen…",South Wales UK.,Allan J Lewis
3,0,False,Twitter Web App,None,0,False,overtimedeals,2020-05-21 09:17:07,"Aquaphor Lip Repair Ointment for $2.97!!  

Clip the coupon!  

https://t.co/wLtbMWqNA0 https://t.co/IV9y1DJhWI","Florida, USA",Overtime Deals
4,0,False,Twitter Web App,None,62,False,AllanJLewis2,2020-05-21 09:17:06,"RT @JRodneyPage: THE DETECTIVE &amp; THE GUY RUNNING THE NUMBERS RACKET...

NO HONOR TO BE HAD BETWEEN THESE TWO

""If you want political correc…",South Wales UK.,Allan J Lewis
5,0,False,Twitter for Android,None,201,False,MissAdamsY3,2020-05-21 09:16:38,"RT @FaberBooks: Hedgehog and Tortoise want to give each other a great big hug, but they're not allowed to touch.
From the creators of The H…",,Miss Adams
6,0,False,Twitter for iPhone,None,217,False,TerryHammons1,2020-05-21 09:16:28,RT @robbystarbuck: I was on Amazon just now to read some product reviews and on every page I kept seeing a specific question being asked to…,,Terry Hammons
7,0,False,Twittimer,None,0,False,GFBickerstaff,2020-05-21 09:16:01,'An evil sports drug from WWII had me worried.' https://t.co/Ha1nYi8Ctp #kindle #ReviewMay #bookish #KDP #ASMSG… https://t.co/XARF8ySenK,West Scotland,Gordon Bickerstaff
8,0,False,Twitter for iPad,None,13,False,stone_rik,2020-05-21 09:15:49,"RT @KenFry10: BOOK 1: AWAKENING
And the story begins...
In the time of Saladin, before The Third Crusade, an unlikely heroine is born.
♨ ht…",UK,Rik Stone
9,0,False,Twitter Web App,None,0,False,cbeindia13,2020-05-21 09:15:35,"Aric Steel Hand Blender Mixer 
Froth Whisker Latte Maker for Milk Coffee Egg Beater Juice (9 Inches)
₹ 130.00
Can b… https://t.co/C2sgZWEkxm",,CBE Intl
10,0,False,twittbot.net,None,0,False,couple_shopee,2020-05-21 09:15:34,We2 Cotton #Couple T-Shirts King and Queen (Pack of 2) https://t.co/RbuQNzN6B9 https://t.co/CvpSQoSyU9,"New York, USA",Couple Shopee
11,0,False,Twitter for iPad,None,16,False,Luke_J_Davidson,2020-05-21 09:15:17,"RT @URDailyHistory: 20 May 325: The First Council of Nicaea, in what is now Turkey, is formally opened. It started the first ecumenical cou…","Northern Ireland, United Kingdom",Luke Davidson
12,0,False,The Social Jukebox,None,0,False,Car01am,2020-05-21 09:15:14,"RT ""Heart of the Staff"" epic fantasy series.” 5*s #FREE with #KindleUnlimited https://t.co/xBXZ5oqQ30 https://t.co/0Z4p5atjUJ",US,Carol Marrs Phipps
13,0,False,Twitter Web App,None,20,False,lover_puzzle,2020-05-21 09:15:10,"RT @Aabhas24: A year ago,with 2 days due, we waited for the Election Results. Many made my book laughing stock, but the truth was professed…",India,PuzzleLover
14,0,False,Deallrr,None,0,False,deallrr,2020-05-21 09:15:10,"Harry Potter Wizard Chess Set for $39, retail $99!!    
   
https://t.co/rYZBSeXoMD https://t.co/uvRQoNfaZD",contactdeallrr@gmail.com,Deals & Price Mistakes
15,0,False,Twitter Web App,None,1,False,LLDiamond2,2020-05-21 09:15:06,"RT @Nblackthorne: ☀️ ""Fresh, steamy, emotional~a heart touching romance between two unique characters.""
•*¨*•🧡•*¨*• 

🧡Hot Historical #Roma…",England,L. L. Diamond
16,0,False,Hootsuite Inc.,None,0,False,conpsweeney,2020-05-21 09:15:06,The worst thing about the rage was its randomness.  Tyler Bradshaw never knew what might trigger one.  A tone of vo… https://t.co/GVasfxP2u4,NYC Area,Con Sweeney
17,0,False,Pluggrr,None,0,False,pluggrr,2020-05-21 09:15:04,"Brand new Airpods for $139!!! (2nd generation) 
 
- Under retail!!!!!!!… https://t.co/0nIPtRXLPz",contactpluggrr@gmail.com,Deals & Price Mistakes
18,0,False,Tweet Suite,None,0,False,AuthorEddie,2020-05-21 09:15:02,Take Action! And Build the Life you want  book by Eddie de Jong 21+ x 5 star reviews #BookWorm https://t.co/8UgKe8utrb,,Eddie de Jong
19,0,False,Twitter Web Client,None,6,False,tony_tonymet,2020-05-21 09:14:58,RT @MummyFever: Are you struggling to raise iron levels in your child? We love Spatone liquid https://t.co/eQDNGc5UIT does the job without…,"Saltburn-by-the-Sea, England",Tony Metcalfe
20,0,False,Human-Nature-Bot,None,0,False,HumanNature48,2020-05-21 09:14:33,"Rationality does not come naturally; it is a power we must cultivate, but in doing so we realize our greatest poten… https://t.co/Ro16o0KdY9",The court of life.,Human Nature
21,0,False,TweetHobbyist,1263397547021746176,0,False,TwitCloudBot,2020-05-21 09:14:20,"@graevittea Here's your cloud! If you're looking for gift ideas, Cloud Bot recommends this: https://t.co/abP3F0h5qk https://t.co/mzFvAqlwma",,Tweet Cloud Bot
22,0,False,scal.club,None,0,False,CoolDealCA,2020-05-21 09:13:41,"4 Pack of Champion Boxer Briefs for $12.99! 

 #Deal #ganga

 https://t.co/EmeLgPujjL https://t.co/9VEBg0Rk33",United States,CoolDeal
23,0,False,Twitter Web App,None,0,False,overtimedeals,2020-05-21 09:13:35,"4 Pack of Champion Boxer Briefs for $12.99! 

https://t.co/RaCrK9NBdp https://t.co/zhg9OHgVma","Florida, USA",Overtime Deals
24,0,False,Twitter for iPhone,None,8,False,alicerauthor,2020-05-21 09:13:03,"RT @SherryInk: There is light at the end of the tunnel...

I think it's an oncoming train...

All Aboard🚂

INAPPROPRIATE BY SHERRY MORRIS…",,Alice Renaud
25,0,False,Twitter for iPhone,None,16,False,MikeSwadling,2020-05-21 09:12:43,"RT @URDailyHistory: 20 May 325: The First Council of Nicaea, in what is now Turkey, is formally opened. It started the first ecumenical cou…","Croydon, London",Michael Swadling
26,0,False,TweetMachine.WP Multilang,None,1,False,wrmly,2020-05-21 09:12:33,"RT @Pizzazz_Books: Drift back in time with award-winning author S. R. Mallery 
★SNIPPETS IN TIME★
🦉https://t.co/z1nLxxfHsu

""@SarahMallery1…","New York, USA",WP Multi-language
27,0,False,Twitter for Android,None,8,False,AmelieLBains,2020-05-21 09:12:26,"RT @Raymond_Norman: Nefarious vampires and Satan himself conspire to keep Tom and Abigail from their fate. 

The Slayer: Hell Awakens by @…","Amélie-les-Bains-Palalda, Fran",Amélie les Bains AB Studio
28,0,False,Hopscotch Social,None,2,False,KatieMettner,2020-05-21 09:12:10,"RT @Car01am: RT TamieDearen
New Release! Best Seller!
A sweet billionaire romance with a twist.
See what all the fuss is about!
99¢ or Read…",Wisconsin,Katie Mettner
29,0,False,Deallrr,None,0,False,deallrr,2020-05-21 09:12:09,"GO QUICK!
 
3 in 1 Wireless Charging Dock for $17.99!
 
Use promo code; 504J8J2X

https://t.co/GkPpLLQgkP https://t.co/64E1eDdS22",contactdeallrr@gmail.com,Deals & Price Mistakes
30,0,False,Pluggrr,None,0,False,pluggrr,2020-05-21 09:12:04,"Preorder Kaws: He Eats Alone 
    
https://t.co/NdjG5pLZMM    
 
-Not charged until it ships https://t.co/6BDz1b38bT",contactpluggrr@gmail.com,Deals & Price Mistakes
31,0,False,scal.club,None,0,False,CoolDealCA,2020-05-21 09:11:29,"Pledge Gentle Wood Floor Cleaner (3 pack) for $10.05!!

Use the #coupon on the page!

 #Deal #ganga… https://t.co/XAEaptTGWR",United States,CoolDeal
32,0,False,Twitter Web App,None,0,False,overtimedeals,2020-05-21 09:11:23,"Pledge Gentle Wood Floor Cleaner (3 pack) for $10.05!!

Use the coupon on the page!

https://t.co/Ic5GpTj9Ye https://t.co/DTbc3qixXO","Florida, USA",Overtime Deals
